Number_of_Bulges,Number_of_Loops,Number_of_Junctions,Number_of_Helices,Number_of_Bonds,Abstract shape Lev5,Shape counts,Total Shapes,Shannons Entropy H,2^H
1,2,1,5,21,"['[[][][]]' '[[][]]' '[][][]' '[][][]' '[][]' '[][][]' '[][]' '[[][]][]'
 '[][]' '[[][]]' '[[][]]' '[[][]]' '[][][]' '[][[][]]' '[[][][][]]' '[][]']"," '[[][]]': 4, '[][][]': 4, '[][]': 4, '[[][][]]': 1, '[[][]][]': 1, '[][[][]]': 1, '[[][][][]]': 1 ",16,2.5,5.656854249
2,3,0,9,32,"['[][][]' '[][]' '[]' '[][]' '[[][]][]' '[[][]]' '[]' '[][]' '[][][]'
 '[[][]]' '[][[][]]' '[[][]]' '[][][][]' '[]' '[]' '[][]']"," '[][]': 4, '[]': 4, '[[][]]': 3, '[][][]': 2, '[[][]][]': 1, '[][[][]]': 1, '[][][][]': 1 ",16,2.577819531,5.970366644
1,3,0,9,27,"['[[][]]' '[][]' '[][]' '[][]' '[]' '[][[][]]' '[][][]' '[][]' '[][][]'
 '[][]' '[][][]' '[][]' '[][]' '[[][][]]' '[]' '[]']"," '[][]': 7, '[]': 3, '[][][]': 3, '[[][]]': 1, '[][[][]]': 1, '[[][][]]': 1 ",16,2.177421284,4.523442974
1,1,0,7,22,"['[]' '[][][]' '[[][]][]' '[][][]' '[[][][]]' '[[][]][]' '[][]' '[[][][]]'
 '[][][]' '[[][][][]]' '[][]' '[][]' '[]' '[]' '[][][]' '[][][]']"," '[][][]': 5, '[]': 3, '[][]': 3, '[[][]][]': 2, '[[][][]]': 2, '[[][][][]]': 1 ",16,2.430036533,5.38907077
1,1,0,6,21,"['[][]' '[][]' '[][]' '[][]' '[][[][]]' '[][][]' '[[][]]' '[][]' '[][][]'
 '[][]' '[]' '[][][]' '[[][][]]' '[][][]' '[][][][]' '[][[][]]']"," '[][]': 6, '[][][]': 4, '[][[][]]': 2, '[[][]]': 1, '[]': 1, '[[][][]]': 1, '[][][][]': 1 ",16,2.405639062,5.298702257
2,2,1,9,32,"['[]' '[]' '[[][]]' '[][][]' '[][]' '[][]' '[[][]][]' '[[][][]]' '[]'
 '[][]' '[][]' '[][][]' '[][]' '[][]' '[][][]' '[][]']"," '[][]': 7, '[]': 3, '[][][]': 3, '[[][]]': 1, '[[][]][]': 1, '[[][][]]': 1 ",16,2.177421284,4.523442974
0,2,1,7,33,"['[][][][]' '[[][][]][]' '[[][]]' '[][]' '[][]' '[][[][]]' '[][[][]]'
 '[[][][][]]' '[][]' '[][]' '[][]' '[[][][][]]' '[][]' '[][][]' '[][]'
 '[]']"," '[][]': 7, '[][[][]]': 2, '[[][][][]]': 2, '[][][][]': 1, '[[][][]][]': 1, '[[][]]': 1, '[][][]': 1, '[]': 1 ",16,2.521782222,5.74291107
0,4,1,7,26,"['[][]' '[]' '[][]' '[][][]' '[][][]' '[][][][]' '[][][]' '[]' '[][][]'
 '[][]' '[][]' '[][][]' '[[][]]' '[[][][][]]' '[[][]]' '[[][]][]']"," '[][][]': 5, '[][]': 4, '[]': 2, '[[][]]': 2, '[][][][]': 1, '[[][][][]]': 1, '[[][]][]': 1 ",16,2.52439747,5.753330987
1,4,1,8,31,"['[][]' '[[][]]' '[[][]][]' '[][]' '[[][]]' '[][]' '[]' '[][][]' '[][]'
 '[][][]' '[][]' '[][]' '[][][]' '[[][]]' '[][][]' '[[][]][]']"," '[][]': 6, '[][][]': 4, '[[][]]': 3, '[[][]][]': 2, '[]': 1 ",16,2.108458593,4.312303126
0,1,0,8,28,"['[][]' '[[][][]]' '[][][]' '[][][]' '[][[][][]]' '[][][]' '[][]'
 '[[][][]][]' '[[][]]' '[][]' '[][]' '[[][][]]' '[][[][]]' '[]' '[]'
 '[][]']"," '[][]': 5, '[][][]': 3, '[[][][]]': 2, '[]': 2, '[][[][][]]': 1, '[[][][]][]': 1, '[[][]]': 1, '[][[][]]': 1 ",16,2.727217001,6.62177046
3,3,0,9,31,"['[][][]' '[][]' '[][]' '[][[][]]' '[][][]' '[]' '[[][][]]' '[][]'
 '[[][]][]' '[][]' '[[][]]' '[[][]][]' '[]' '[][]' '[[][]]' '[[][]]']"," '[][]': 5, '[[][]]': 3, '[][][]': 2, '[]': 2, '[[][]][]': 2, '[][[][]]': 1, '[[][][]]': 1 ",16,2.602217001,6.072190285
3,3,0,8,31,"['[][]' '[][][]' '[][]' '[][]' '[[][]]' '[[][]]' '[][[][]]' '[[][]][]'
 '[][]' '[][]' '[][][][]' '[][]' '[][]' '[][]' '[][]' '[][][]']"," '[][]': 9, '[][][]': 2, '[[][]]': 2, '[][[][]]': 1, '[[][]][]': 1, '[][][][]': 1 ",16,1.966917187,3.909318657
1,4,0,7,26,"['[][]' '[]' '[][][]' '[[][][]]' '[[][]]' '[][]' '[][][]' '[[][]][]'
 '[][][]' '[[][]]' '[]' '[][]' '[]' '[][]' '[][[][]][]' '[][]']"," '[][]': 5, '[]': 3, '[][][]': 3, '[[][]]': 2, '[[][][]]': 1, '[[][]][]': 1, '[][[][]][]': 1 ",16,2.555036533,5.876823347
0,2,0,8,33,"['[]' '[][][]' '[][][]' '[]' '[][][]' '[[][]]' '[[][]][]' '[][][]'
 '[][][][]' '[][][]' '[][]' '[[][][]]' '[][]' '[][]' '[][]' '[[][]][]']"," '[][][]': 5, '[][]': 4, '[]': 2, '[[][]][]': 2, '[[][]]': 1, '[][][][]': 1, '[[][][]]': 1 ",16,2.52439747,5.753330987
1,3,1,9,27,"['[][]' '[[][]]' '[][]' '[][]' '[]' '[[][]]' '[][]' '[]' '[[][]]' '[][]'
 '[[][][]]' '[][]' '[][][]' '[]' '[]' '[]']"," '[][]': 6, '[]': 5, '[[][]]': 3, '[[][][]]': 1, '[][][]': 1 ",16,2.007856064,4.021841046
0,4,1,6,24,"['[][]' '[[][]]' '[]' '[][]' '[][]' '[][]' '[[][]]' '[][]' '[[][]]' '[]'
 '[]' '[][]' '[[][]]' '[][]' '[][]' '[][][]']"," '[][]': 8, '[[][]]': 4, '[]': 3, '[][][]': 1 ",16,1.702819531,3.255365496
1,3,0,7,32,"['[][]' '[[][]]' '[[][]]' '[][][]' '[][][]' '[[][][]]' '[]' '[][]' '[]'
 '[][[][][]]' '[[][][][]]' '[][][][]' '[][]' '[][][]' '[[][]]' '[][]']"," '[][]': 4, '[[][]]': 3, '[][][]': 3, '[]': 2, '[[][][]]': 1, '[][[][][]]': 1, '[[][][][]]': 1, '[][][][]': 1 ",16,2.780639062,6.871566675
2,3,1,7,33,"['[][][]' '[[][][]]' '[[][]]' '[][]' '[][][]' '[[][]][]' '[][]' '[][[][]]'
 '[[][]][]' '[][]' '[][][]' '[][]' '[[][][]]' '[[][]]' '[][]' '[][][]']"," '[][]': 5, '[][][]': 4, '[[][][]]': 2, '[[][]]': 2, '[[][]][]': 2, '[][[][]]': 1 ",16,2.39939747,5.275827777
0,3,0,8,25,"['[]' '[]' '[][]' '[[][][]]' '[[][]]' '[][]' '[][]' '[][][]' '[[][][]]'
 '[[][][]]' '[]' '[][][]' '[]' '[][][]' '[][]' '[][][]']"," '[]': 4, '[][]': 4, '[][][]': 4, '[[][][]]': 3, '[[][]]': 1 ",16,2.202819531,4.603782035
3,2,0,8,31,"['[[][]]' '[][][][]' '[]' '[][]' '[]' '[][]' '[[][][]]' '[][]' '[[][]]'
 '[][][]' '[[][]][]' '[][]' '[[][]]' '[][]' '[[][][]]' '[][]']"," '[][]': 6, '[[][]]': 3, '[]': 2, '[[][][]]': 2, '[][][][]': 1, '[][][]': 1, '[[][]][]': 1 ",16,2.483458593,5.592365265
2,3,1,9,30,"['[][]' '[][]' '[][][]' '[][]' '[][[][]]' '[][][[][]]' '[[][][]]'
 '[][][][]' '[][][]' '[[][]][]' '[][][]' '[][]' '[][]' '[][]' '[][]'
 '[][]']"," '[][]': 8, '[][][]': 3, '[][[][]]': 1, '[][][[][]]': 1, '[[][][]]': 1, '[][][][]': 1, '[[][]][]': 1 ",16,2.202819531,4.603782035
3,2,0,10,32,"['[[][][]]' '[][]' '[][][]' '[][][]' '[[][][]]' '[][]' '[][][]' '[][]'
 '[][]' '[[][][]]' '[[][]]' '[][]' '[][][]' '[][[][]]' '[][][]' '[][][]']"," '[][][]': 6, '[][]': 5, '[[][][]]': 3, '[[][]]': 1, '[][[][]]': 1 ",16,2.007856064,4.021841046
0,2,1,5,28,"['[[][]]' '[][][]' '[[][]][]' '[][]' '[[][][]]' '[][]' '[][]' '[][]'
 '[[][]][]' '[][[][]]' '[[][][][]]' '[]' '[][][]' '[[][]]' '[[][][][]]'
 '[]']"," '[][]': 4, '[[][]]': 2, '[][][]': 2, '[[][]][]': 2, '[[][][][]]': 2, '[]': 2, '[[][][]]': 1, '[][[][]]': 1 ",16,2.875,7.336032346
0,4,0,7,28,"['[[][][]]' '[][]' '[][]' '[][][]' '[[][]]' '[[][][][]]' '[][][][]' '[][]'
 '[][][][]' '[][]' '[[][]]' '[]' '[][]' '[][]' '[][]' '[]']"," '[][]': 7, '[[][]]': 2, '[][][][]': 2, '[]': 2, '[[][][]]': 1, '[][][]': 1, '[[][][][]]': 1 ",16,2.396782222,5.266272671
2,3,1,9,29,"['[][][]' '[]' '[]' '[][]' '[][][][]' '[[][]][]' '[[][][][]]' '[][]' '[]'
 '[][]' '[[][][]]' '[[][]]' '[]' '[][[][]]' '[[][]]' '[]']"," '[]': 5, '[][]': 3, '[[][]]': 2, '[][][]': 1, '[][][][]': 1, '[[][]][]': 1, '[[][][][]]': 1, '[[][][]]': 1, '[][[][]]': 1 ",16,2.852217001,7.221091891
1,3,0,9,26,"['[]' '[]' '[][]' '[][]' '[]' '[]' '[][]' '[[][][][]]' '[][]' '[[][][]]'
 '[][]' '[][][]' '[][][]' '[][]' '[][][]' '[[][]][]']"," '[][]': 6, '[]': 4, '[][][]': 3, '[[][][][]]': 1, '[[][][]]': 1, '[[][]][]': 1 ",16,2.233458593,4.702599904
1,1,0,7,31,"['[][][]' '[[][]]' '[[][]]' '[][]' '[][]' '[][][]' '[][][]' '[[][][]]'
 '[][]' '[[][][][]]' '[][][]' '[][]' '[]' '[][][]' '[[][]]' '[][]']"," '[][][]': 5, '[][]': 5, '[[][]]': 3, '[[][][]]': 1, '[[][][][]]': 1, '[]': 1 ",16,2.251614472,4.762154647
1,1,0,5,25,"['[]' '[[][]]' '[[][]]' '[][]' '[][][]' '[][]' '[][][]' '[][]' '[[][]]'
 '[[][]][]' '[][][]' '[][][]' '[[[][]][]]' '[][][]' '[]' '[][]']"," '[][][]': 5, '[][]': 4, '[[][]]': 3, '[]': 2, '[[][]][]': 1, '[[[][]][]]': 1 ",16,2.352217001,5.106083044
1,4,1,8,30,"['[]' '[[[][]][]]' '[][]' '[][][]' '[[][]]' '[][]' '[[][]]' '[][][]'
 '[[][]]' '[]' '[[][][]]' '[][]' '[][[][][]]' '[][]' '[[][]]' '[][][]']"," '[][]': 4, '[[][]]': 4, '[][][]': 3, '[]': 2, '[[[][]][]]': 1, '[[][][]]': 1, '[][[][][]]': 1 ",16,2.577819531,5.970366644
2,2,0,6,27,"['[][]' '[][]' '[][]' '[[][][]][]' '[][]' '[][][]' '[[][]]' '[][][]'
 '[][[][]]' '[][][][]' '[][][]' '[][]' '[][[][]]' '[][]' '[[][]][]']"," '[][]': 6, '[][][]': 3, '[][[][]]': 2, '[[][][]][]': 1, '[[][]]': 1, '[][][][]': 1, '[[][]][]': 1 ",15,2.422579762,5.361288466
0,4,1,6,29,"['[][][]' '[[][]]' '[[][][]]' '[][][]' '[][]' '[][]' '[][]' '[][[][]]'
 '[][]' '[][]' '[][]' '[][[][]]' '[]' '[[][]]' '[][]']"," '[][]': 7, '[][][]': 2, '[[][]]': 2, '[][[][]]': 2, '[[][][]]': 1, '[]': 1 ",15,2.196791632,4.584586545
0,4,1,7,31,"['[[][][]]' '[][]' '[][]' '[][]' '[][][]' '[][][]' '[][][]' '[][]' '[]'
 '[[][]]' '[]' '[][][]' '[][]' '[][]' '[[][][]]']"," '[][]': 6, '[][][]': 4, '[[][][]]': 2, '[]': 2, '[[][]]': 1 ",15,2.072905595,4.207331795
1,1,0,5,20,"['[][][]' '[][][]' '[][][]' '[][]' '[][]' '[][][]' '[][]' '[][[][]]'
 '[][]' '[[][]]' '[][]' '[][]' '[]' '[][][]' '[]']"," '[][]': 6, '[][][]': 5, '[]': 2, '[][[][]]': 1, '[[][]]': 1 ",15,1.96559623,3.905740856
2,1,0,8,24,"['[][[][]]' '[][]' '[][][[][]]' '[[][][]]' '[[][][]]' '[][][]' '[][][][]'
 '[]' '[][[][][]]' '[]' '[][]' '[]' '[][]' '[[][]][]' '[][][]']"," '[][]': 3, '[]': 3, '[[][][]]': 2, '[][][]': 2, '[][[][]]': 1, '[][][[][]]': 1, '[][][][]': 1, '[][[][][]]': 1, '[[][]][]': 1 ",15,3.006238929,8.034670879
0,4,0,7,29,"['[][]' '[][]' '[[][][]]' '[][]' '[[][]]' '[][][][]' '[]' '[[][]]' '[]'
 '[][][]' '[[][]]' '[][][][]' '[[][]]' '[[][]]' '[][]']"," '[[][]]': 5, '[][]': 4, '[][][][]': 2, '[]': 2, '[[][][]]': 1, '[][][]': 1 ",15,2.332914564,5.038221549
0,2,1,4,20,"['[][][]' '[][][]' '[][][]' '[[][][]]' '[][]' '[][][]' '[][]' '[]'
 '[][][]' '[[][]][]' '[[][]]' '[][]' '[[][]]' '[[][]][]' '[][][][]']"," '[][][]': 5, '[][]': 3, '[[][]][]': 2, '[[][]]': 2, '[[][][]]': 1, '[]': 1, '[][][][]': 1 ",15,2.549255397,5.853320992
1,2,0,8,34,"['[]' '[[][]]' '[][[][]]' '[]' '[][][]' '[]' '[[][]]' '[][[][]]' '[]'
 '[][][]' '[][]' '[[][][]]' '[][]' '[]' '[][][]']"," '[]': 5, '[][][]': 3, '[[][]]': 2, '[][[][]]': 2, '[][]': 2, '[[][][]]': 1 ",15,2.415922064,5.336604381
3,1,0,9,30,"['[]' '[][]' '[[][]][]' '[]' '[][]' '[][][]' '[]' '[][]' '[][]' '[][]'
 '[][]' '[]' '[][][][]' '[][]' '[][]']"," '[][]': 8, '[]': 4, '[[][]][]': 1, '[][][]': 1, '[][][][]': 1 ",15,1.773557262,3.418959332
2,1,0,8,32,"['[[][][]]' '[[][][]]' '[][]' '[][]' '[][[][]]' '[][][]' '[[][][]]'
 '[[][]]' '[][]' '[][]' '[[][]]' '[]' '[][]' '[][]' '[]']"," '[][]': 6, '[[][][]]': 3, '[[][]]': 2, '[]': 2, '[][[][]]': 1, '[][][]': 1 ",15,2.289246429,4.888007262
3,1,0,8,26,"['[][]' '[][]' '[]' '[][]' '[][]' '[][]' '[][]' '[][][[][]]' '[][][]' '[]'
 '[][][]' '[]' '[][]' '[][][]' '[[][]]']"," '[][]': 7, '[]': 3, '[][][]': 3, '[][][[][]]': 1, '[[][]]': 1 ",15,1.962806632,3.898196003
2,2,0,10,31,"['[][][]' '[][][]' '[[][]]' '[][]' '[][]' '[]' '[][][]' '[]' '[[][]][]'
 '[][][]' '[][]' '[[][][]]' '[][]' '[[][]]' '[][][][]']"," '[][][]': 4, '[][]': 4, '[[][]]': 2, '[]': 2, '[[][]][]': 1, '[[][][]]': 1, '[][][][]': 1 ",15,2.573557262,5.952753945
2,2,0,10,33,"['[][][]' '[[][][]]' '[[][]][]' '[][]' '[][]' '[][]' '[][][]' '[][]'
 '[][]' '[][[][]]' '[][][][]' '[][]' '[[][]]' '[][[][]]' '[[][]]']"," '[][]': 6, '[][][]': 2, '[][[][]]': 2, '[[][]]': 2, '[[][][]]': 1, '[[][]][]': 1, '[][][][]': 1 ",15,2.472905595,5.551607587
2,3,1,7,24,"['[][]' '[[][]]' '[][][[][]]' '[]' '[][]' '[[[][]][]]' '[]' '[][][]'
 '[[][]]' '[][][]' '[][]' '[[][][]]' '[]' '[]' '[][]']"," '[][]': 4, '[]': 4, '[[][]]': 2, '[][][]': 2, '[][][[][]]': 1, '[[[][]][]]': 1, '[[][][]]': 1 ",15,2.573557262,5.952753945
3,2,0,9,26,"['[[][]]' '[[][]]' '[][][]' '[]' '[]' '[][][]' '[[][]]' '[[][]]' '[][]'
 '[][]' '[]' '[[][][][]]' '[][]' '[][][]' '[][][]']"," '[[][]]': 4, '[][][]': 4, '[]': 3, '[][]': 3, '[[][][][]]': 1 ",15,2.206238929,4.614706611
1,3,0,5,24,"['[[][]][]' '[][]' '[][]' '[[][]]' '[[][]]' '[][]' '[][]' '[][]' '[][][]'
 '[][]' '[][]' '[][]' '[[][]][]' '[]' '[[][]]']"," '[][]': 8, '[[][]]': 3, '[[][]][]': 2, '[][][]': 1, '[]': 1 ",15,1.856564762,3.621443236
1,1,0,6,30,"['[[][]]' '[[][][]][]' '[]' '[][][][][]' '[][]' '[][]' '[]' '[[][]]'
 '[[][]][]' '[[][]]' '[][][]' '[[][[][]]]' '[][]' '[][][]' '[[][]][]']"," '[[][]]': 3, '[][]': 3, '[]': 2, '[[][]][]': 2, '[][][]': 2, '[[][][]][]': 1, '[][][][][]': 1, '[[][[][]]]': 1 ",15,2.872905595,7.325390129
2,2,1,10,32,"['[][]' '[][[][]]' '[[][]]' '[][]' '[][][]' '[]' '[][]' '[]' '[[][]]'
 '[[][]]' '[[][]]' '[][]' '[][[][]]' '[][][]' '[[][]]']"," '[[][]]': 5, '[][]': 4, '[][[][]]': 2, '[][][]': 2, '[]': 2 ",15,2.199581231,4.593459888
3,3,1,9,30,"['[][][]' '[][]' '[][][]' '[[][]]' '[][]' '[][]' '[][]' '[][]' '[][][][]'
 '[][][]' '[[][][]]' '[[][]]' '[][]' '[[][][]]' '[]']"," '[][]': 6, '[][][]': 3, '[[][]]': 2, '[[][][]]': 2, '[][][][]': 1, '[]': 1 ",15,2.289246429,4.888007262
2,3,0,8,32,"['[][][]' '[]' '[][][]' '[[][]]' '[][][]' '[][]' '[][[][]]' '[]' '[][]'
 '[][]' '[[][]][]' '[][]' '[][[][]]' '[[][]]' '[]']"," '[][]': 4, '[][][]': 3, '[]': 3, '[[][]]': 2, '[][[][]]': 2, '[[][]][]': 1 ",15,2.472905595,5.551607587
0,3,0,5,28,"['[][[][]]' '[[][]]' '[][]' '[][]' '[[][]]' '[][]' '[[][]]' '[]' '[][][]'
 '[[][][]][]' '[][]' '[][][]' '[][]' '[[][]][]' '[[][]]']"," '[][]': 5, '[[][]]': 4, '[][][]': 2, '[][[][]]': 1, '[]': 1, '[[][][]][]': 1, '[[][]][]': 1 ",15,2.466247897,5.526047248
0,1,0,5,21,"['[[][]][]' '[]' '[[][][]]' '[][[][][]]' '[[][]]' '[][][]' '[][][]' '[][]'
 '[][]' '[]' '[][][]' '[][]' '[[][]]' '[]' '[[][]]']"," '[]': 3, '[[][]]': 3, '[][][]': 3, '[][]': 3, '[[][]][]': 1, '[[][][]]': 1, '[][[][][]]': 1 ",15,2.638920595,6.228654698
0,3,0,6,31,"['[[][]]' '[][]' '[][][]' '[][]' '[][]' '[][][]' '[][]' '[[][]]' '[][][]'
 '[[][]][]' '[[][]]' '[]' '[][][]' '[][][[][]]' '[][][]']"," '[][][]': 5, '[][]': 4, '[[][]]': 3, '[[][]][]': 1, '[]': 1, '[][][[][]]': 1 ",15,2.282588731,4.865502227
2,3,1,9,31,"['[][][]' '[][]' '[][]' '[][]' '[[][]][]' '[][]' '[]' '[][][]' '[][]'
 '[][][][]' '[[][]]' '[][]' '[][[][]]' '[][]' '[][]']"," '[][]': 8, '[][][]': 2, '[[][]][]': 1, '[]': 1, '[][][][]': 1, '[[][]]': 1, '[][[][]]': 1 ",15,2.173557262,4.511343885
1,3,0,5,21,"['[]' '[[][][]]' '[][]' '[][]' '[]' '[][][]' '[][]' '[][]' '[][[][]]'
 '[[][][]]' '[[][]]' '[][]' '[][]' '[][]' '[][][]']"," '[][]': 7, '[]': 2, '[[][][]]': 2, '[][][]': 2, '[][[][]]': 1, '[[][]]': 1 ",15,2.196791632,4.584586545
3,2,1,8,30,"['[]' '[[][][]]' '[][]' '[][]' '[][[][]]' '[[][][]]' '[][][]' '[][]'
 '[][][][]' '[]' '[][]' '[[][]]' '[][]' '[[][]]' '[][]']"," '[][]': 6, '[]': 2, '[[][][]]': 2, '[[][]]': 2, '[][[][]]': 1, '[][][]': 1, '[][][][]': 1 ",15,2.472905595,5.551607587
1,1,0,7,32,"['[[][]]' '[[][]]' '[][]' '[[][]][]' '[]' '[][]' '[][]' '[[][[][]]]'
 '[][][]' '[][]' '[][[][]]' '[[][]]' '[][][]' '[]' '[]']"," '[][]': 4, '[[][]]': 3, '[]': 3, '[][][]': 2, '[[][]][]': 1, '[[][[][]]]': 1, '[][[][]]': 1 ",15,2.606238929,6.089141879
3,2,0,7,29,"['[][][]' '[]' '[]' '[[][]]' '[][]' '[[][]]' '[[][]][]' '[[][]][]'
 '[][][]' '[][]' '[[][]]' '[][][]' '[][]' '[][]' '[][]']"," '[][]': 5, '[][][]': 3, '[[][]]': 3, '[]': 2, '[[][]][]': 2 ",15,2.232262897,4.698704034
2,3,0,6,27,"['[][]' '[][][]' '[[][][]]' '[[][]]' '[]' '[][][]' '[[][]][]' '[][][][]'
 '[]' '[][]' '[]' '[][]' '[[][]][]' '[][][][]' '[[][]]']"," '[][]': 3, '[]': 3, '[][][]': 2, '[[][]]': 2, '[[][]][]': 2, '[][][][]': 2, '[[][][]]': 1 ",15,2.739572262,6.678722918
0,4,1,6,28,"['[][[][]]' '[][[][]]' '[][[][]]' '[][][]' '[][[][]]' '[][]' '[][]'
 '[][][]' '[][[][]]' '[[][]]' '[][]' '[][]' '[][[][]]' '[][[][]]']"," '[][[][]]': 7, '[][]': 4, '[][][]': 2, '[[][]]': 1 ",14,1.689391747,3.225206974
3,2,0,7,28,"['[][]' '[][]' '[]' '[[][]][]' '[[][]]' '[][[][]]' '[][][]' '[][][]'
 '[][][]' '[[][]]' '[[][][]]' '[[][]]' '[][]' '[][]']"," '[][]': 4, '[[][]]': 3, '[][][]': 3, '[]': 1, '[[][]][]': 1, '[][[][]]': 1, '[[][][]]': 1 ",14,2.556656707,5.883426842
3,3,1,8,28,"['[[][]]' '[]' '[][]' '[][]' '[[][]][]' '[]' '[][][][][]' '[][][]'
 '[][[][]]' '[][][]' '[[][]][]' '[[][][]]' '[[][]][]' '[][]']"," '[][]': 3, '[[][]][]': 3, '[]': 2, '[][][]': 2, '[[][]]': 1, '[][][][][]': 1, '[][[][]]': 1, '[[][][]]': 1 ",14,2.842370993,7.171977654
3,3,1,8,29,"['[]' '[][]' '[][][]' '[[][]]' '[][]' '[][]' '[][]' '[][]' '[[][]]' '[][]'
 '[][]' '[][][]' '[[][][]]' '[][]']"," '[][]': 8, '[][][]': 2, '[[][]]': 2, '[]': 1, '[[][][]]': 1 ",14,1.807354922,3.5
0,4,1,7,28,"['[][]' '[[][][][]]' '[][]' '[][]' '[][[][]]' '[]' '[][][]' '[][]' '[][]'
 '[][[][]]' '[][][]' '[[][][]]' '[][]' '[][]']"," '[][]': 7, '[][[][]]': 2, '[][][]': 2, '[[][][][]]': 1, '[]': 1, '[[][][]]': 1 ",14,2.117963175,4.340806687
3,3,1,8,30,"['[]' '[][[][]]' '[][]' '[][[][]][]' '[]' '[][]' '[]' '[][]' '[[][][]]'
 '[[][[][]]]' '[][]' '[][][]' '[][]' '[]']"," '[][]': 5, '[]': 4, '[][[][]]': 1, '[][[][]][]': 1, '[[][][]]': 1, '[[][[][]]]': 1, '[][][]': 1 ",14,2.406666317,5.302476481
2,2,1,7,24,"['[][][]' '[[][]]' '[[][]]' '[[][][]]' '[][][]' '[][]' '[][]' '[][]'
 '[][]' '[[][][]]' '[][]' '[][]' '[][][]' '[[][][]]']"," '[][]': 6, '[][][]': 3, '[[][][]]': 3, '[[][]]': 2 ",14,1.877387064,3.674090248
1,2,0,5,28,"['[]' '[][][]' '[][]' '[][][]' '[][]' '[][][]' '[]' '[]' '[][][]' '[][]'
 '[][[][]]' '[][][]' '[][]' '[][][][]']"," '[][][]': 5, '[][]': 4, '[]': 3, '[][[][]]': 1, '[][][][]': 1 ",14,2.067031495,4.190235984
3,2,1,8,27,"['[][]' '[[][]]' '[][][]' '[][]' '[][]' '[]' '[][]' '[][]' '[][]' '[][][]'
 '[[][][]]' '[][]' '[][][]' '[][]']"," '[][]': 8, '[][][]': 3, '[[][]]': 1, '[]': 1, '[[][][]]': 1 ",14,1.753434386,3.371602333
3,1,0,8,30,"['[[][]]' '[[][]]' '[][]' '[]' '[][]' '[][]' '[][[][]]' '[[][]][][]'
 '[][][]' '[][[][]]' '[[][]][]' '[]' '[]' '[[][]]']"," '[[][]]': 3, '[][]': 3, '[]': 3, '[][[][]]': 2, '[[][]][][]': 1, '[][][]': 1, '[[][]][]': 1 ",14,2.645593314,6.257530052
1,3,0,7,22,"['[]' '[[][][]]' '[][]' '[[][]]' '[[][]][][]' '[][[][][]]' '[[][][]]'
 '[][]' '[][][]' '[][]' '[[][]]' '[[][]]' '[][]' '[[][]][]']"," '[][]': 4, '[[][]]': 3, '[[][][]]': 2, '[]': 1, '[[][]][][]': 1, '[][[][][]]': 1, '[][][]': 1, '[[][]][]': 1 ",14,2.753434386,6.743204666
1,2,1,9,28,"['[][]' '[][[][]]' '[[][]]' '[][]' '[][]' '[][]' '[][]' '[]' '[][]' '[][]'
 '[][]' '[][]' '[]' '[][][]']"," '[][]': 9, '[]': 2, '[][[][]]': 1, '[[][]]': 1, '[][][]': 1 ",14,1.62668885,3.088034455
1,4,0,7,27,"['[][][[][]]' '[][]' '[[][]]' '[[][]]' '[][]' '[][]' '[[][][]]' '[][]'
 '[][][]' '[][]' '[][]' '[][]' '[][]' '[]']"," '[][]': 8, '[[][]]': 2, '[][][[][]]': 1, '[[][][]]': 1, '[][][]': 1, '[]': 1 ",14,1.950212065,3.864313298
3,3,0,8,29,"['[][]' '[]' '[][[][]]' '[][]' '[]' '[][][]' '[][][]' '[][]' '[[][]][]'
 '[][]' '[][]' '[][]' '[[][]]' '[]']"," '[][]': 6, '[]': 3, '[][][]': 2, '[][[][]]': 1, '[[][]][]': 1, '[[][]]': 1 ",14,2.217021886,4.64932696
3,2,1,8,28,"['[][]' '[][]' '[][]' '[][[][]]' '[[][][]]' '[][]' '[][]' '[][]' '[][][]'
 '[][]' '[][]' '[][]' '[][]' '[][]']"," '[][]': 11, '[][[][]]': 1, '[[][][]]': 1, '[][][]': 1 ",14,1.089230079,2.127604626
1,2,1,6,30,"['[]' '[][]' '[[][]]' '[][][][]' '[[][]]' '[][]' '[[][]]' '[]' '[][][][]'
 '[][]' '[[][]]' '[][]' '[[][][]]' '[][]']"," '[][]': 5, '[[][]]': 4, '[]': 2, '[][][][]': 2, '[[][][]]': 1 ",14,2.120952031,4.349808932
3,1,0,8,27,"['[][][]' '[][][]' '[]' '[][][]' '[][]' '[]' '[[][]][]' '[][]' '[[][]]'
 '[]' '[[][][]][]' '[]' '[][]' '[][]']"," '[]': 4, '[][]': 4, '[][][]': 3, '[[][]][]': 1, '[[][]]': 1, '[[][][]][]': 1 ",14,2.324862958,5.010181812
1,2,1,6,31,"['[[][]][][]' '[]' '[[][]]' '[][]' '[][]' '[]' '[][]' '[][]' '[][][]'
 '[[][][][]]' '[]' '[][]' '[[][]]' '[][[][]]']"," '[][]': 5, '[]': 3, '[[][]]': 2, '[[][]][][]': 1, '[][][]': 1, '[[][][][]]': 1, '[][[][]]': 1 ",14,2.495602924,5.639639417
